,公司名称,发布时间,岗位名称,岗位需求,工资待遇,所属行业,招聘网址,结束时间
651,北京多牛互动传媒股份有限公司,2018-03-02,Python开发工程师-爬虫-DNJS0008(北京多牛互动传媒股份有限公司),"这里有大量的妹子，休闲的别墅办公，超美味的午餐，丰富的娱乐，欢乐的同事，这些你想拥有吗？在这里你再也不是简单的码农，我们带你一起向高富帅的路上狂奔！我们需要你：*互联网网站、网页、链接的特征挖掘；对指定的多个网站的网页进行网页抓取、数据的提取、清洗、入库；开发垂直站点定向抓取程序，持续优化系统已有模块性能；*参与数据模型设计和实现；*对搜索、匹配、同步等后台守护程序进行性能优化；*负责系统日常运营资源调度优化及运营指标分析调优，并能实时监控爬虫的进度和警报反馈；我们希望你具备：*计算机相关专业统招本科及以上学历；*精通python语言，3年以上python项目开发经验；*熟悉restfulapi设计风格和规则；*熟悉scrapy或其他python爬虫框架；*熟悉http协议，了解tcp/ip协议；熟悉linux系统；*了解tornado,或flask、django框架，并深入了解其中一种；*有较多的web站点爬取、开发经验，至少熟悉一种脚本语言（python、lua等）；熟悉网页抓取原理及技术，熟悉基于Cookie的网站登录原理，熟悉基于正则表达式、Xpath、CSS等网页信息抽取技术；熟悉多线程，熟悉使用至少一种关系型数据库（MYSQL)等，熟悉NOSQL、hbase技术者优先；*良好的编程风格，对整洁代码有追求；良好的沟通能力和团队合作精神。先来点实际的：*多牛传媒为每一位员工提供最人性化的薪酬福利，工作环境；*入职缴纳社保公积金，我们义不容辞；*我们关心每一位多牛人的健康，健身房，水果，零食饮料等多项软福利；*每天下午困困哒，不要紧，咖啡无限量供应！*我们有最open的文化氛围，珍视每一位多牛人每一个小小的建议；*多牛传媒，趣，最活力，最学习，最靠谱，最创新；*我们等待你的加入！",12000-24000,文化娱乐,https://www.lagou.com/jobs/3470418.html?utm_source=m_cf_seo_ald_zhw,2018-05-02
652,厦门优他动漫科技有限公司,2018-03-02,python运维,职位描述 工作职责： 1. 负责自动化运维平台的建设，并参与开发； 2. 负责相关工具及平台的设计和优化方案制定，并参与定制化开发； 3. 负责持续交付和DevOps 方法与实践在公司的推广和实施； 4. 针对产品线现状制定工程能力提升整体解决方案，推动产品线效率和质量提 升。 职位要求： 1. 相关工作领域2-3 年经验，熟悉Linux 操作系统，计算机网络等，基础知识 扎实； 2. 精通Python 等脚本语言开发，具有实际研发PaaS 或IaaS 经验优先； 3. 精通Python 至少一种开发框架如django 有2 年以上的项目开发或管理经 验； 4. 有前端开发知识储备，熟悉Javascript、CSS，html，了解常用的前端框架， 包括不限于Bootstrap，Jquery 等； 5. 具有自动化运维平台、云管理平台开发能力和经验者重度github 用户优先 6. 熟悉虚拟化、Docker 等容器技术； 7. 有良好的时间观念，能很好的沟通交流，乐于分享。,10000-11000,计软/通信/互联网/电子,https://www.zhipin.com/job_detail/1417036096.html?sid=seo_aladingb,2018-04-01
653,北京果壳互动科技传媒有限公司,2018-03-02,后端技术经理（Pythonweb）(北京果壳互动科技传媒有限公司),工作职责:-负责果壳网站业务团队研发管理和团队建设工作-设计和改进前后端技术架构并推动实施-保障工程进度和质量岗位要求:-2年以上团队管理经验-具备高可用后端技术架构经验-熟练掌握PythonWeb开发技术栈-掌握前端开发，了解技术趋势，能够给出合理技术方案优先条件:-深入了解PostgreSQL-Pythonista,20000-40000,移动互联网|社交网络,https://www.lagou.com/jobs/3949421.html?utm_source=m_cf_seo_ald_zhw,2018-05-02
654,北京课观教育科技有限责任公司,2018-03-02,python开发工程师,"【工作职责】： 1、负责项目客户端、服务端架构设计和实现； 2、负责项目客户端、服务端功能开发和维护； 3、负责项目客户端、服务端开发流程优化，提高服务质量； 4、参与业务系统的需求分析，制定开发计划； 5、参与数据平台的研发，用数据衡量产品并驱动产品演进； 6. 与团队成员密切协作完成任务，共同成长； 【任职要求】： 1、本科及本科以上学历，3年以上客户端、服务端研发经验； 2、熟悉Windows/Linux平台下的Python程序设计,精通Python，精通Tornado； 3、熟悉QT类库，有使用QT开发过至少一款软件； 4、精通MySQL／Redis／Memcache等数据存储； 5、熟练使用模型视图框架，有QML开发经验，熟悉CSS； 6、熟悉常用Web相关技术，如Web框架、HTTP协议、TCP/IP协议、Nginx等； 7、熟悉互联网产品和服务的开发过程及擅长数据采集、数据分析； 8、熟悉多线程/多进程编程/HTTP协议； 9、熟练掌握基本数据结构，算法； 10、有大数据、人工智能相关项目者优先。",12000-20000,计软/通信/互联网/电子,https://www.zhipin.com/job_detail/1417043578.html?sid=seo_aladingb,2018-04-01
655,北京云灵网络科技有限公司,2018-03-02,Python开发工程师(北京云灵网络科技有限公司),1、负责新闻资讯服务、行情服务和交易服务的开发等；2、参与量化平台的开发；3、负责后台系统服务的设计和优化。任职要求：1、熟悉Python开发，具有三年以上编程经验；2、熟悉网络编程、多线程编程，具有服务器端开发经验；3、具备全面的软件知识结构认知（操作系统、软件工程、设计模式、数据结构、数据库系统、网络安全）；4、具备良好的分析解决问题能力，能独立承担任务，有系统进度把控能力；5、有很强的团队意识、责任意识、承压能力及沟通能力；6、有行情、交易系统和量化平台开发经验者优先；7、了解比特币、区块链、AI算法、量化投资等优先；,12000-20000,金融|数据服务,https://www.lagou.com/jobs/3191616.html?utm_source=m_cf_seo_ald_zhw,2018-05-02
656,北京科达思教育科技有限公司,2018-03-02,Python产品实习生,为什么选择我们： 1. 团队均是来自MIT，清华，北大，复旦等国内外顶尖名校的精英，同时具有多年的互联网、金融、教育等行业的从业经验。除了工作的历练，相信我们可以给你更多人生智慧上的启迪。 2. 创业团队，扁平化管理，工作氛围好，提升空间大，学习机会多。几个月的实习期，让你不仅锻炼技能，提升认知，更会让你成为一个真正的职场人。 3. 我们提供优秀实习生转正的机会。转正之后，不仅可以拥有在帝都体面生活的月薪+年底bonus，还有每年一次的海外旅行集体团建，更有机会拿到股票期权。 4. 这是一个全新的行业，创造未来的感觉，无可比拟。 工作职责：   1、 负责教学产品的研发、编写及审核，保证产品质量； 2、 协助教授少儿编程相关课程，塑造自身名师效应及良好口碑 3、 参与本学科教材修订、编写工作，协助完成与教学产品研发相关的其他工作； 4、 维护题库运转，校对试题，进行本学科题库建设； 5、 学习流程梳理与试题应用规划，探索应用，挖掘数据提高学生的学习效率。 我们需要你： 1、985/211重点高校计算机类or师范类专业在校生。 2、扎实的计算机基础知识 3、优秀的学习能力，较强的抗压能力，良好的沟通能力。 4、具有家教经验优先，熟悉STEM教育优先，具有计算机竞赛经验优先。 5、工作积极主动，踏实认真，乐于沟通，具有良好的团队协作能力。 6、善于学习，乐于钻研，责任心强。,3000-5000,计软/通信/互联网/电子,https://www.zhipin.com/job_detail/1416944025.html?sid=seo_aladingb,2018-04-01
657,北京东方联盟科技有限公司,2018-03-02,Python后端开发工程师(北京东方联盟科技有限公司),岗位职责：•负责公司教育产品线的系统设计与开发职位要求：•有架构能力，基本功扎实熟练，能够独立完成子系统的设计和开发•有直播和在线教育经验者优先•工作积极主动、有担当,20000-40000,教育|移动互联网,https://www.lagou.com/jobs/2826073.html?utm_source=m_cf_seo_ald_zhw,2018-05-02
658,高德软件有限公司,2018-03-02,高德-python开发高级工程师,职位描述： 1. 负责基于python的web快速开发、相关优化以及产品部署 ； 2、搭建系统开发环境，完成系统框架和核心代码的实现，负责解决开发过程中的技术问题； 3、负责Python技术的相关产品规划、需求、设计、开发、测试等研发工作； 4、研究并跟踪IT前沿技术。 职位要求： 1、精通 python 语言开发，有1-3年以上后台开发经验； 2、熟悉web开发框架（django/tornado/flask），熟悉Linux操作系统及shell编程，熟悉BootStrap，熟练使用HTML，CSS，JavaScript等基本前端技术； 3、熟悉mysql，redis，mongo等常用数据库，具有数据库开发和设计能力； 4、了解异步框架、集群与负载均衡，消息中间件，容灾备份等技术； 5、有全栈开发经验或大型在线服务开发经验优先。,18000-36000,计软/通信/互联网/电子,https://www.zhipin.com/job_detail/1417116460.html?sid=seo_aladingb,2018-04-01
659,医渡云（北京）技术有限公司,2018-03-02,Python云计算研发工程师(医渡云（北京）技术有限公司),职位描述：1.负责基于云业务需求对云平台按照既定目标进行定制化、扩展和集成开发2.参与私有云平台的架构设计3.参与云计算知识体系的建立，编写使用文档资格要求：1.掌握Python和Shell语言，有2年以上系统开发和设计经验2.熟练使用Linux操作系统3.熟悉Django等Pythonweb开发框架者4.熟悉多线程、熟悉mysql配置和操作5.有良好的沟通和团队协作能力6.对OpenStack整体架构有理解或对某一个模块有深入理解优先7.有云计算领域经验者，开源社区参与者和贡献者优先,15000-30000,O2O|医疗健康,https://www.lagou.com/jobs/4193086.html?utm_source=m_cf_seo_ald_zhw,2018-05-02
660,北京果壳互动科技传媒有限公司,2018-03-02,高级Python开发工程师(北京果壳互动科技传媒有限公司),职位描述:-根据产品需求制定技术方案，项目计划-负责公司业务系统和基础服务研发工作-编写易于维护的高质量代码职位要求:-统招重点本科或以上学历-3年以上网站开发经验-熟练掌握Python语言及相关技术栈，对Web框架有一定经验-熟悉PostgreSQL、Redis、MongoDB等，具备数据库应用、设计能力-对分布式、微服务以及高性能Web有一定认识-具备较强的编程能力和良好的编码风格-具备较强的逻辑分析能力和学习能力-具备良好的人际沟通能力和团队协作意识-有golang开发、云计算、大数据处理经验者优先,20000-40000,移动互联网|社交网络,https://www.lagou.com/jobs/2862273.html?utm_source=m_cf_seo_ald_zhw,2018-05-02
